2019-04-10;169748;58685776;102;price<=>price<br>price<=>6500<br>price[currency]<=>PLN<br>rent<=>price<br>rent<=><br>rent[currency]<=><br>deposit<=>price<br>deposit<=><br>deposit[currency]<=><br>m<=>78<br>rooms_num<=>3<br>building_type<=>apartment<br>floor_no<=>floor_3<br>building_floors_num<=>3<br>building_material<=><br>windows_type<=><br>heating<=>urban<br>build_year<=>2015<br>construction_status<=>ready_to_use<br>free_from<=><br>rent_to_students<=><br>equipment_types<=><br>security_types<=>monitoring<br>media_types<=><br>extras_types<=>garage<->lift<->usable_room
2019-04-10;2467510;58690400;101;price<=>price<br>price<=>300000<br>price[currency]<=>PLN<br>m<=>33.58<br>rooms_num<=>2<br>market<=>secondary<br>building_type<=>block<br>floor_no<=>floor_1<br>building_floors_num<=>4<br>building_material<=><br>windows_type<=>plastic<br>heating<=>other<br>build_year<=>2000<br>construction_status<=>ready_to_use<br>rent<=>price<br>rent<=>250<br>rent[currency]<=>PLN<br>building_ownership<=>full_ownership<br>free_from<=><br>media_types<=>cable-television<->internet<br>security_types<=><br>equipment_types<=><br>extras_types<=>balcony<->garage<->lift<br>price_per_m<=>8933.89
2019-04-10;3618819;58693616;101;price<=>price<br>price<=>291438<br>price[currency]<=>PLN<br>m<=>53.97<br>rooms_num<=>2<br>market<=>primary<br>building_type<=>block<br>floor_no<=>ground_floor<br>building_floors_num<=>2<br>building_material<=><br>windows_type<=><br>heating<=>boiler_room<br>build_year<=><br>construction_status<=><br>rent<=>price<br>rent<=><br>rent[currency]<=>PLN<br>building_ownership<=>full_ownership<br>free_from<=><br>media_types<=>0<br>security_types<=>0<br>equipment_types<=>0<br>extras_types<=>balcony<->lift<br>price_per_m<=>5400
2019-04-11;2467510;58701200;101;price<=>price<br>price<=>7650000<br>price[currency]<=>PLN<br>m<=>1050<br>rooms_num<=>more<br>market<=>secondary<br>building_type<=><br>floor_no<=>floor_1<br>building_floors_num<=>4<br>building_material<=>brick<br>windows_type<=>plastic<br>heating<=>urban<br>build_year<=>2011<br>construction_status<=><br>rent<=>price<br>rent<=><br>rent[currency]<=><br>building_ownership<=>full_ownership<br>free_from<=><br>media_types<=>cable-television<->internet<->phone<br>security_types<=><br>equipment_types<=><br>extras_types<=>balcony<->basement<br>price_per_m<=>7285.71
2019-04-13;169748;58740940;102;price<=>price<br>price<=>3010<br>price[currency]<=>PLN<br>rent<=>price<br>rent<=><br>rent[currency]<=><br>deposit<=>price<br>deposit<=><br>deposit[currency]<=><br>m<=>62<br>rooms_num<=>3<br>building_type<=>block<br>floor_no<=>floor_4<br>building_floors_num<=>4<br>building_material<=><br>windows_type<=><br>heating<=>urban<br>build_year<=>1960<br>construction_status<=>ready_to_use<br>free_from<=><br>rent_to_students<=><br>equipment_types<=><br>security_types<=><br>media_types<=><br>extras_types<=>balcony<->basement<->separate_kitchen
2019-04-16;111337;58771324;101;price<=>price<br>price<=>219000<br>price[currency]<=>PLN<br>m<=>69.36<br>rooms_num<=>4<br>market<=>secondary<br>building_type<=>block<br>floor_no<=>floor_4<br>building_floors_num<=>4<br>building_material<=><br>windows_type<=><br>heating<=><br>build_year<=><br>construction_status<=><br>rent<=>price<br>rent<=><br>rent[currency]<=>PLN<br>building_ownership<=><br>free_from<=><br>media_types<=><br>security_types<=><br>equipment_types<=><br>extras_types<=>balcony<->basement<br>price_per_m<=>3157.44
2019-04-01;776737;58540340;102;price<=>price<br>price<=>2000<br>price[currency]<=>PLN<br>rent<=>price<br>rent<=>300<br>rent[currency]<=>PLN<br>deposit<=>price<br>deposit<=><br>deposit[currency]<=>PLN<br>m<=>52<br>rooms_num<=>2<br>building_type<=>apartment<br>floor_no<=>floor_1<br>building_floors_num<=>2<br>building_material<=><br>windows_type<=>plastic<br>heating<=>gas<br>build_year<=>2004<br>construction_status<=>ready_to_use<br>free_from<=><br>rent_to_students<=><br>equipment_types<=>furniture<br>security_types<=>anti_burglary_door<->entryphone<->roller_shutters<br>media_types<=>cable-television<->internet<br>extras_types<=>balcony<->garage
2019-04-02;2763008;58563468;201;price<=>price<br>price<=>410000<br>price[currency]<=>PLN<br>terrain_area<=>500<br>m<=>150<br>market<=>secondary<br>rooms_num<=>4<br>building_type<=>semi_detached<br>floors_num<=><br>building_material<=><br>build_year<=>1975<br>garret_type<=><br>roof_type<=><br>roofing<=>roofing_paper<br>construction_status<=><br>windows_type<=>plastic<br>location<=><br>rent<=>price<br>rent<=><br>rent[currency]<=>PLN<br>free_from<=><br>recreational<=><br>security_types<=><br>fence_types<=><br>heating_types<=>gas<br>media_types<=>gas<->sewage<->water<br>access_types<=><br>vicinity_types<=><br>extras_types<=><br>price_per_m<=>2733.33<br>is_bungalow<=>0
2019-04-03;2297140;58573008;101;price<=>price<br>price<=>410000<br>price[currency]<=>PLN<br>m<=>51<br>rooms_num<=>2<br>market<=>secondary<br>building_type<=>block<br>floor_no<=>ground_floor<br>building_floors_num<=>4<br>building_material<=><br>windows_type<=><br>heating<=><br>build_year<=><br>construction_status<=><br>rent<=>price<br>rent<=>450<br>rent[currency]<=>PLN<br>building_ownership<=><br>free_from<=><br>media_types<=><br>security_types<=><br>equipment_types<=><br>extras_types<=>balcony<->terrace<br>price_per_m<=>8039.22
2019-04-03;2101478;58578760;502;price<=>price<br>price<=>2500<br>price[currency]<=>PLN<br>m<=>49<br>price_per_m<=>51.02<br>building_type<=>block<br>floor_no<=>floor_1<br>construction_status<=>ready_to_use<br>build_year<=><br>free_from<=><br>use_types<=>hotel<->office<->services<br>security_types<=>anti_burglary_door<->closed_area<->entryphone<->monitoring<br>media_types<=>cable_television<->electricity<->gas<->internet<->phone<->sewage<->water<br>extras_types<=>asphalt_access<->furniture<->heating<->parking
2019-04-03;821241;58583344;102;price<=>price<br>price<=>7000<br>price[currency]<=>PLN<br>rent<=>price<br>rent<=><br>rent[currency]<=>PLN<br>deposit<=>price<br>deposit<=>7000<br>deposit[currency]<=>PLN<br>m<=>80<br>rooms_num<=>2<br>building_type<=>apartment<br>floor_no<=>floor_3<br>building_floors_num<=><br>building_material<=><br>windows_type<=>wooden<br>heating<=>urban<br>build_year<=>2011<br>construction_status<=>ready_to_use<br>free_from<=>2019-04-03<br>rent_to_students<=>0<br>equipment_types<=>dishwasher<->fridge<->furniture<->oven<->stove<->tv<->washing_machine<br>security_types<=>alarm<->anti_burglary_door<->closed_area<->entryphone<->monitoring<->roller_shutters<br>media_types<=>cable-television<->internet<->phone<br>extras_types<=>air_conditioning<->basement<->garage<->lift<->usable_room
2019-04-05;642904;58616296;102;price<=>price<br>price<=>2800<br>price[currency]<=>PLN<br>rent<=>price<br>rent<=><br>rent[currency]<=><br>deposit<=>price<br>deposit<=><br>deposit[currency]<=><br>m<=>67.5<br>rooms_num<=>3<br>building_type<=>apartment<br>floor_no<=>floor_5<br>building_floors_num<=>8<br>building_material<=>other<br>windows_type<=>wooden<br>heating<=>urban<br>build_year<=>2009<br>construction_status<=>ready_to_use<br>free_from<=><br>rent_to_students<=><br>equipment_types<=><br>security_types<=>monitoring<br>media_types<=>cable-television<->internet<br>extras_types<=>balcony<->garage<->lift
2019-04-08;4657236;58637148;101;price<=>price<br>price<=>349000<br>price[currency]<=>PLN<br>m<=>64.42<br>rooms_num<=>3<br>market<=>secondary<br>building_type<=>block<br>floor_no<=>ground_floor<br>building_floors_num<=>4<br>building_material<=><br>windows_type<=><br>heating<=><br>build_year<=>2013<br>construction_status<=>ready_to_use<br>rent<=>price<br>rent<=><br>rent[currency]<=>PLN<br>building_ownership<=>full_ownership<br>free_from<=><br>media_types<=>internet<->phone<br>security_types<=>anti_burglary_door<->entryphone<br>equipment_types<=><br>extras_types<=>lift<->terrace<br>price_per_m<=>5417.57
2019-04-08;514495;58648412;101;price<=>price<br>price<=>329000<br>price[currency]<=>PLN<br>m<=>64<br>rooms_num<=>3<br>market<=>secondary<br>building_type<=>block<br>floor_no<=>floor_4<br>building_floors_num<=>4<br>building_material<=>concrete_plate<br>windows_type<=><br>heating<=>urban<br>build_year<=>1986<br>construction_status<=>ready_to_use<br>rent<=>price<br>rent<=>400<br>rent[currency]<=>PLN<br>building_ownership<=>full_ownership<br>free_from<=><br>media_types<=>internet<br>security_types<=><br>equipment_types<=>furniture<br>extras_types<=>balcony<->basement<->separate_kitchen<br>price_per_m<=>5140.63
2019-04-09;514495;58660232;201;price<=>price<br>price<=>585000<br>price[currency]<=>PLN<br>terrain_area<=>405<br>m<=>158.5<br>market<=>secondary<br>rooms_num<=>5<br>building_type<=>semi_detached<br>floors_num<=>one_floor<br>building_material<=>breezeblock<br>build_year<=>2008<br>garret_type<=><br>roof_type<=><br>roofing<=><br>construction_status<=>ready_to_use<br>windows_type<=>plastic<br>location<=><br>rent<=>price<br>rent<=><br>rent[currency]<=><br>free_from<=><br>recreational<=><br>security_types<=><br>fence_types<=><br>heating_types<=><br>media_types<=>electricity<->gas<->water<br>access_types<=>hard_surfaced<br>vicinity_types<=><br>extras_types<=>garage<br>price_per_m<=>3690.85<br>is_bungalow<=>0
2019-04-09;697667;58671856;101;price<=>price<br>price<=>270000<br>price[currency]<=>PLN<br>m<=>61<br>rooms_num<=>3<br>market<=>secondary<br>building_type<=>block<br>floor_no<=>floor_3<br>building_floors_num<=>3<br>building_material<=>concrete_plate<br>windows_type<=>plastic<br>heating<=>urban<br>build_year<=>1991<br>construction_status<=>to_renovation<br>rent<=>price<br>rent<=>480<br>rent[currency]<=>PLN<br>building_ownership<=>co_operative_ownership<br>free_from<=><br>media_types<=>cable-television<br>security_types<=><br>equipment_types<=><br>extras_types<=>basement<br>price_per_m<=>4426.23
2019-04-11;514495;58707492;101;price<=>price<br>price<=>599000<br>price[currency]<=>PLN<br>m<=>73.27<br>rooms_num<=>3<br>market<=>secondary<br>building_type<=>block<br>floor_no<=>floor_2<br>building_floors_num<=>5<br>building_material<=>breezeblock<br>windows_type<=><br>heating<=>urban<br>build_year<=>2004<br>construction_status<=>ready_to_use<br>rent<=>price<br>rent<=>600<br>rent[currency]<=>PLN<br>building_ownership<=>full_ownership<br>free_from<=><br>media_types<=><br>security_types<=><br>equipment_types<=>furniture<br>extras_types<=>balcony<->garage<->lift<br>price_per_m<=>8175.24
2019-04-11;2297140;58710384;101;price<=>price<br>price<=>349000<br>price[currency]<=>PLN<br>m<=>37<br>rooms_num<=>3<br>market<=>secondary<br>building_type<=>block<br>floor_no<=>floor_4<br>building_floors_num<=>5<br>building_material<=><br>windows_type<=>plastic<br>heating<=>urban<br>build_year<=>1956<br>construction_status<=><br>rent<=>price<br>rent<=>350<br>rent[currency]<=>PLN<br>building_ownership<=><br>free_from<=><br>media_types<=><br>security_types<=><br>equipment_types<=><br>extras_types<=>basement<->lift<br>price_per_m<=>9432.43
2019-04-11;190178;58712504;101;price<=>price<br>price<=>299000<br>price[currency]<=>PLN<br>m<=>47<br>rooms_num<=>2<br>market<=>primary<br>building_type<=>apartment<br>floor_no<=>floor_2<br>building_floors_num<=>4<br>building_material<=>brick<br>windows_type<=><br>heating<=><br>build_year<=>2015<br>construction_status<=>ready_to_use<br>rent<=>price<br>rent<=><br>rent[currency]<=><br>building_ownership<=>full_ownership<br>free_from<=><br>media_types<=><br>security_types<=><br>equipment_types<=>furniture<br>extras_types<=>balcony<->lift<br>price_per_m<=>6361.7
2019-04-13;2435764;58744196;102;price<=>price<br>price<=>1100<br>price[currency]<=>PLN<br>rent<=>price<br>rent<=><br>rent[currency]<=>PLN<br>deposit<=>price<br>deposit<=><br>deposit[currency]<=>PLN<br>m<=>62<br>rooms_num<=>2<br>building_type<=><br>floor_no<=><br>building_floors_num<=><br>building_material<=><br>windows_type<=><br>heating<=><br>build_year<=><br>construction_status<=><br>free_from<=><br>rent_to_students<=>0<br>equipment_types<=>0<br>security_types<=>0<br>media_types<=>0<br>extras_types<=>0
2019-04-05;1332475;58615600;101;price<=>price<br>price<=>79000<br>price[currency]<=>PLN<br>m<=>34<br>rooms_num<=>2<br>market<=>secondary<br>building_type<=>house<br>floor_no<=>floor_1<br>building_floors_num<=><br>building_material<=><br>windows_type<=>plastic<br>heating<=>electrical<br>build_year<=><br>construction_status<=>ready_to_use<br>rent<=>price<br>rent<=><br>rent[currency]<=>PLN<br>building_ownership<=><br>free_from<=><br>media_types<=>internet<->phone<br>security_types<=>closed_area<->entryphone<br>equipment_types<=>0<br>extras_types<=>garden<->separate_kitchen<->usable_room<br>price_per_m<=>2323.53
2019-04-05;2736150;58616196;102;price<=>price<br>price<=>10900<br>price[currency]<=>PLN<br>rent<=>price<br>rent<=><br>rent[currency]<=>PLN<br>deposit<=>price<br>deposit<=><br>deposit[currency]<=>PLN<br>m<=>153<br>rooms_num<=>4<br>building_type<=>apartment<br>floor_no<=>floor_1<br>building_floors_num<=>3<br>building_material<=>other<br>windows_type<=>wooden<br>heating<=>urban<br>build_year<=><br>construction_status<=><br>free_from<=><br>rent_to_students<=><br>equipment_types<=><br>security_types<=>alarm<->anti_burglary_door<->closed_area<->entryphone<->monitoring<br>media_types<=>cable-television<->internet<br>extras_types<=>air_conditioning<->garage<->lift
2019-04-08;1332475;58648756;401;price<=>price<br>price<=>2789900<br>price[currency]<=>PLN<br>m<=>14410<br>price_per_m<=>193.61<br>type<=>commercial<br>dimensions<=><br>fence<=><br>location<=><br>media_types<=>electricity<->sewage<->water<br>access_types<=>asphalt<br>vicinity_types<=>0
2019-04-09;111337;58670800;201;price<=>price<br>price<=>610000<br>price[currency]<=>PLN<br>terrain_area<=>232<br>m<=>160<br>market<=>secondary<br>rooms_num<=>5<br>building_type<=>semi_detached<br>floors_num<=>two_floors<br>building_material<=><br>build_year<=><br>garret_type<=><br>roof_type<=><br>roofing<=>sheet<br>construction_status<=><br>windows_type<=>plastic<br>location<=><br>rent<=>price<br>rent<=><br>rent[currency]<=>PLN<br>free_from<=><br>recreational<=><br>security_types<=><br>fence_types<=><br>heating_types<=><br>media_types<=><br>access_types<=><br>vicinity_types<=><br>extras_types<=>garage<br>price_per_m<=>3812.5<br>is_bungalow<=>0
2019-04-10;169748;58690284;502;price<=>price<br>price<=>120<br>price[currency]<=>PLN<br>m<=>42<br>price_per_m<=>3<br>building_type<=>tenement_house<br>floor_no<=>floor_1<br>construction_status<=>ready_to_use<br>build_year<=>1938<br>free_from<=>2019-04-10<br>use_types<=>office<br>security_types<=><br>media_types<=>electricity<->internet<->phone<->sewage<->water<br>extras_types<=>
2019-04-11;1466485;58697856;101;price<=>price<br>price<=>330000<br>price[currency]<=>PLN<br>m<=>47<br>rooms_num<=>2<br>market<=>primary<br>building_type<=>apartment<br>floor_no<=>floor_1<br>building_floors_num<=>3<br>building_material<=>breezeblock<br>windows_type<=>plastic<br>heating<=>urban<br>build_year<=>2019<br>construction_status<=>ready_to_use<br>rent<=>price<br>rent<=>350<br>rent[currency]<=>PLN<br>building_ownership<=>full_ownership<br>free_from<=>2019-04-07<br>media_types<=>cable-television<->internet<->phone<br>security_types<=>anti_burglary_door<->entryphone<br>equipment_types<=>furniture<->oven<->stove<br>extras_types<=>balcony<->lift<br>price_per_m<=>7021.28
2019-04-12;2271550;58735208;401;price<=>price<br>price<=>310000<br>price[currency]<=>PLN<br>m<=>1161<br>price_per_m<=>267<br>type<=>building<br>dimensions<=>13x25x28x29x45<br>fence<=>n<br>location<=><br>media_types<=><br>access_types<=><br>vicinity_types<=>
2019-04-14;2435764;58744768;102;price<=>price<br>price<=>990<br>price[currency]<=>PLN<br>rent<=>price<br>rent<=><br>rent[currency]<=>PLN<br>deposit<=>price<br>deposit<=><br>deposit[currency]<=>PLN<br>m<=>92<br>rooms_num<=>3<br>building_type<=><br>floor_no<=><br>building_floors_num<=><br>building_material<=><br>windows_type<=><br>heating<=><br>build_year<=><br>construction_status<=><br>free_from<=><br>rent_to_students<=>0<br>equipment_types<=>0<br>security_types<=>0<br>media_types<=>0<br>extras_types<=>0
2019-04-15;835917;58755404;101;price<=>price<br>price<=>305000<br>price[currency]<=>PLN<br>m<=>64<br>rooms_num<=>3<br>market<=>secondary<br>building_type<=>block<br>floor_no<=>ground_floor<br>building_floors_num<=>4<br>building_material<=>concrete_plate<br>windows_type<=>plastic<br>heating<=>urban<br>build_year<=><br>construction_status<=><br>rent<=>price<br>rent<=>500<br>rent[currency]<=>PLN<br>building_ownership<=>co_operative_ownership<br>free_from<=><br>media_types<=>0<br>security_types<=>0<br>equipment_types<=>0<br>extras_types<=>balcony<->basement<->separate_kitchen<br>price_per_m<=>4765.63
2019-04-15;169748;58759168;102;price<=>price<br>price<=>2200<br>price[currency]<=>PLN<br>rent<=>price<br>rent<=><br>rent[currency]<=><br>deposit<=>price<br>deposit<=><br>deposit[currency]<=><br>m<=>47<br>rooms_num<=>2<br>building_type<=>block<br>floor_no<=>floor_1<br>building_floors_num<=>4<br>building_material<=>reinforced_concrete<br>windows_type<=>plastic<br>heating<=>urban<br>build_year<=>1969<br>construction_status<=>ready_to_use<br>free_from<=><br>rent_to_students<=><br>equipment_types<=><br>security_types<=><br>media_types<=>cable-television<->internet<br>extras_types<=>balcony
2019-04-16;882916;58770344;401;price<=>price<br>price<=>856000<br>price[currency]<=>PLN<br>m<=>7028<br>price_per_m<=><br>type<=>building<br>dimensions<=>24<br>fence<=><br>location<=><br>media_types<=><br>access_types<=><br>vicinity_types<=>
2019-04-16;2403486;58770472;102;price<=>price<br>price<=>3500<br>price[currency]<=>PLN<br>rent<=>price<br>rent<=>700<br>rent[currency]<=>PLN<br>deposit<=>price<br>deposit<=><br>deposit[currency]<=>PLN<br>m<=>73<br>rooms_num<=>3<br>building_type<=><br>floor_no<=>floor_1<br>building_floors_num<=>6<br>building_material<=><br>windows_type<=><br>heating<=>urban<br>build_year<=>2008<br>construction_status<=>ready_to_use<br>free_from<=><br>rent_to_students<=>0<br>equipment_types<=>fridge<->furniture<->oven<->stove<->tv<->washing_machine<br>security_types<=>entryphone<br>media_types<=>0<br>extras_types<=>garage<->terrace
2019-04-16;2088446;58774492;101;price<=>price<br>price<=>230000<br>price[currency]<=>PLN<br>m<=>85.77<br>rooms_num<=>3<br>market<=>secondary<br>building_type<=>tenement<br>floor_no<=>floor_2<br>building_floors_num<=>3<br>building_material<=><br>windows_type<=>plastic<br>heating<=><br>build_year<=><br>construction_status<=><br>rent<=>price<br>rent<=>500<br>rent[currency]<=>PLN<br>building_ownership<=><br>free_from<=><br>media_types<=><br>security_types<=><br>equipment_types<=><br>extras_types<=>balcony<->basement<->garage<br>price_per_m<=>2681.59
2019-04-16;642904;58782884;102;price<=>price<br>price<=>3000<br>price[currency]<=>PLN<br>rent<=>price<br>rent<=><br>rent[currency]<=><br>deposit<=>price<br>deposit<=><br>deposit[currency]<=><br>m<=>50<br>rooms_num<=>2<br>building_type<=>apartment<br>floor_no<=>floor_4<br>building_floors_num<=>6<br>building_material<=>brick<br>windows_type<=>plastic<br>heating<=>urban<br>build_year<=>2015<br>construction_status<=>ready_to_use<br>free_from<=><br>rent_to_students<=><br>equipment_types<=><br>security_types<=>monitoring<br>media_types<=>cable-television<->internet<->phone<br>extras_types<=>balcony<->garage<->lift<->usable_room
2019-04-17;2297140;58788704;101;price<=>price<br>price<=>365000<br>price[currency]<=>PLN<br>m<=>28.17<br>rooms_num<=>1<br>market<=>secondary<br>building_type<=>apartment<br>floor_no<=>floor_6<br>building_floors_num<=>9<br>building_material<=><br>windows_type<=>plastic<br>heating<=>urban<br>build_year<=>2018<br>construction_status<=><br>rent<=>price<br>rent<=>340<br>rent[currency]<=>PLN<br>building_ownership<=><br>free_from<=><br>media_types<=>cable-television<->internet<->phone<br>security_types<=>monitoring<br>equipment_types<=><br>extras_types<=>balcony<->garage<->lift<br>price_per_m<=>12957.05
2019-04-03;2721852;58586284;101;price<=>price<br>price<=>269000<br>price[currency]<=>PLN<br>m<=>35.61<br>rooms_num<=>2<br>market<=>secondary<br>building_type<=>block<br>floor_no<=>floor_1<br>building_floors_num<=><br>building_material<=><br>windows_type<=>plastic<br>heating<=>urban<br>build_year<=><br>construction_status<=><br>rent<=>price<br>rent<=>350<br>rent[currency]<=>PLN<br>building_ownership<=><br>free_from<=><br>media_types<=><br>security_types<=><br>equipment_types<=><br>extras_types<=>balcony<br>price_per_m<=>7554.06
2019-04-04;3923367;58591736;101;price<=>price<br>price<=>324698<br>price[currency]<=>PLN<br>m<=>46.7<br>rooms_num<=>2<br>market<=>primary<br>building_type<=><br>floor_no<=>floor_4<br>building_floors_num<=><br>building_material<=><br>windows_type<=><br>heating<=><br>build_year<=>2019<br>construction_status<=><br>rent<=>price<br>rent<=><br>rent[currency]<=>PLN<br>building_ownership<=><br>free_from<=>2019-10-30<br>media_types<=><br>security_types<=>monitoring<br>equipment_types<=><br>extras_types<=>garage<->lift<->usable_room<br>price_per_m<=>6952.85
2019-04-04;77328;58597004;201;price<=>price<br>price<=>219000<br>price[currency]<=>PLN<br>terrain_area<=>546<br>m<=>71<br>market<=>secondary<br>rooms_num<=>3<br>building_type<=>detached<br>floors_num<=>ground_floor<br>building_material<=>wood<br>build_year<=>1963<br>garret_type<=>unusable<br>roof_type<=>diagonal<br>roofing<=>sheet<br>construction_status<=>to_renovation<br>windows_type<=>plastic<br>location<=>city<br>rent<=>price<br>rent<=><br>rent[currency]<=>PLN<br>free_from<=>2019-04-04<br>recreational<=>0<br>security_types<=>0<br>fence_types<=>0<br>heating_types<=>electric<br>media_types<=>electricity<->water<br>access_types<=>hard_surfaced<br>vicinity_types<=>0<br>extras_types<=>attic<->garage<br>price_per_m<=>3084.51<br>is_bungalow<=>1
2019-04-08;2736150;58639492;102;price<=>price<br>price<=>23000<br>price[currency]<=>PLN<br>rent<=>price<br>rent<=><br>rent[currency]<=>PLN<br>deposit<=>price<br>deposit<=><br>deposit[currency]<=>PLN<br>m<=>165<br>rooms_num<=>4<br>building_type<=><br>floor_no<=>floor_higher_10<br>building_floors_num<=>41<br>building_material<=>brick<br>windows_type<=><br>heating<=>urban<br>build_year<=>2014<br>construction_status<=><br>free_from<=><br>rent_to_students<=><br>equipment_types<=>furniture<br>security_types<=><br>media_types<=>internet<br>extras_types<=>garage
2019-04-08;514495;58640692;101;price<=>price<br>price<=>399000<br>price[currency]<=>PLN<br>m<=>58.2<br>rooms_num<=>3<br>market<=>secondary<br>building_type<=>block<br>floor_no<=>floor_2<br>building_floors_num<=>3<br>building_material<=>other<br>windows_type<=><br>heating<=>urban<br>build_year<=>2015<br>construction_status<=>ready_to_use<br>rent<=>price<br>rent<=>400<br>rent[currency]<=>PLN<br>building_ownership<=>full_ownership<br>free_from<=><br>media_types<=><br>security_types<=><br>equipment_types<=>furniture<br>extras_types<=>balcony<->basement<->garage<br>price_per_m<=>6855.67
